YEAR,MONTH,STATE_CODE,SECTOR_NAME,ENERGY SOURCE              (UNITS),CONSUMPTION,order1,order2
2013,1,AK,Total Electric Power Industry,Coal (Short Tons),"43,383",,
2013,1,AK,Total Electric Power Industry,Natural Gas (Mcf),"3,791,973",,
2013,1,AK,Total Electric Power Industry,Other Gases (Billion Btu),4,,
2013,1,AK,Total Electric Power Industry,Petroleum (Barrels),"129,384",,
2013,1,AK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0,,
2013,1,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"15,719",,
2013,1,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,715,144",,
2013,1,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"123,056",,
2013,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"74,150",,
2013,1,AK,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),4,,
2013,1,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"6,076",,
2013,1,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,074",,
2013,1,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"9,590",,
2013,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"2,679",,
2013,1,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),252,,
2013,1,AL,Total Electric Power Industry,Coal (Short Tons),"1,860,220",,
2013,1,AL,Total Electric Power Industry,Natural Gas (Mcf),"27,343,483",,
2013,1,AL,Total Electric Power Industry,Other Gases (Billion Btu),598,,
2013,1,AL,Total Electric Power Industry,Petroleum (Barrels),"18,801",,
2013,1,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"14,634,458",,
2013,1,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),99,,
2013,1,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,855,788",,
2013,1,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"8,945,812",,
2013,1,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"15,962",,
2013,1,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,432",,
2013,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"918,075",,
2013,1,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),598,,
2013,1,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"2,740",,
2013,1,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),0,,
2013,1,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,845,138",,
2013,1,AR,Total Electric Power Industry,Coal (Short Tons),"1,599,419",,
2013,1,AR,Total Electric Power Industry,Natural Gas (Mcf),"8,964,559",,
2013,1,AR,Total Electric Power Industry,Petroleum (Barrels),"5,235",,
2013,1,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),"99,853",,
2013,1,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"7,604,616",,
2013,1,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"3,981",,
2013,1,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,496,896",,
2013,1,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"465,927",,
2013,1,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,137",,
2013,1,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,670",,
2013,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"162,985",,
2013,1,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),117,,
2013,1,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"730,395",,
2013,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),636,,
2013,1,AZ,Total Electric Power Industry,Coal (Short Tons),"2,007,232",,
2013,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),"10,740,746",,
2013,1,AZ,Total Electric Power Industry,Petroleum (Barrels),"6,891",,
2013,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,992,898",,
2013,1,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,004,789",,
2013,1,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,614,168",,
2013,1,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,748",,
2013,1,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,443",,
2013,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"6,890",,
2013,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),129,,
2013,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"75,454",,
2013,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"51,336",,
2013,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),14,,
2013,1,CA,Total Electric Power Industry,Coal (Short Tons),"32,547",,
2013,1,CA,Total Electric Power Industry,Geothermal (Billion Btu),"10,826",,
2013,1,CA,Total Electric Power Industry,Natural Gas (Mcf),"68,833,752",,
2013,1,CA,Total Electric Power Industry,Other Gases (Billion Btu),772,,
2013,1,CA,Total Electric Power Industry,Petroleum (Barrels),"12,113",,
2013,1,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"10,108",,
2013,1,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"28,312,194",,
2013,1,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),7,,
2013,1,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),718,,
2013,1,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"23,098,648",,
2013,1,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),46,,
2013,1,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,712",,
2013,1,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,623",,
2013,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"6,403,363",,
2013,1,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),726,,
2013,1,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),400,,
2013,1,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"25,924",,
2013,1,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,671,084",,
2013,1,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"6,860",,
2013,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,348,463",,
2013,1,CA,"Combined Heat and Power, Commercial Power",Other Gases (Billion Btu),0,,
2013,1,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),134,,
2013,1,CO,Total Electric Power Industry,Coal (Short Tons),"1,743,436",,
2013,1,CO,Total Electric Power Industry,Natural Gas (Mcf),"6,687,783",,
2013,1,CO,Total Electric Power Industry,Petroleum (Barrels),"4,079",,
2013,1,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,724,188",,
2013,1,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),98,,
2013,1,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,741,579",,
2013,1,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,822,396",,
2013,1,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,981",,
2013,1,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0,,
2013,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"19,872",,
2013,1,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0,,
2013,1,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,857",,
2013,1,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"121,327",,
2013,1,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0,,
2013,1,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0,,
2013,1,CT,Total Electric Power Industry,Coal (Short Tons),"72,822",,
2013,1,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,289,131",,
2013,1,CT,Total Electric Power Industry,Petroleum (Barrels),"157,338",,
2013,1,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"72,822",,
2013,1,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"8,669,115",,
2013,1,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"155,994",,
2013,1,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"62,797",,
2013,1,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),471,,
2013,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"168,167",,
2013,1,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),632,,
2013,1,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"216,489",,
2013,1,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),232,,
2013,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"172,563",,
2013,1,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9,,
2013,1,DC,Total Electric Power Industry,Natural Gas (Mcf),"83,484",,
2013,1,DC,Total Electric Power Industry,Petroleum (Barrels),0,,
2013,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"83,484",,
2013,1,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0,,
2013,1,DE,Total Electric Power Industry,Coal (Short Tons),"45,170",,
2013,1,DE,Total Electric Power Industry,Natural Gas (Mcf),"3,352,616",,
2013,1,DE,Total Electric Power Industry,Other Gases (Billion Btu),63,,
2013,1,DE,Total Electric Power Industry,Petroleum (Barrels),"11,409",,
2013,1,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),"41,897",,
2013,1,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,242,673",,
2013,1,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"10,979",,
2013,1,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,470",,
2013,1,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),257,,
2013,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,023,333",,
2013,1,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),63,,
2013,1,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0,,
2013,1,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,273",,
2013,1,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"77,140",,
2013,1,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),173,,
2013,1,FL,Total Electric Power Industry,Coal (Short Tons),"1,459,015",,
2013,1,FL,Total Electric Power Industry,Natural Gas (Mcf),"75,157,566",,
2013,1,FL,Total Electric Power Industry,Other Gases (Billion Btu),2,,
2013,1,FL,Total Electric Power Industry,Petroleum (Barrels),"89,878",,
2013,1,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,904,568",,
2013,1,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"5,362",,
2013,1,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,455,357",,
2013,1,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"70,579,289",,
2013,1,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"82,687",,
2013,1,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"3,658",,
2013,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"851,571",,
2013,1,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),2,,
2013,1,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,642",,
2013,1,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),0,,
2013,1,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,805,742",,
2013,1,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),187,,
2013,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"16,396",,
2013,1,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0,,
2013,1,GA,Total Electric Power Industry,Coal (Short Tons),"1,659,480",,
2013,1,GA,Total Electric Power Industry,Natural Gas (Mcf),"23,260,885",,
2013,1,GA,Total Electric Power Industry,Petroleum (Barrels),"39,115",,
2013,1,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,530,647",,
2013,1,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),421,,
2013,1,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,649,081",,
2013,1,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"16,334,226",,
2013,1,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,723",,
2013,1,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"10,399",,
2013,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"396,012",,
2013,1,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"27,802",,
2013,1,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0,,
2013,1,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0,,
2013,1,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),169,,
2013,1,HI,Total Electric Power Industry,Coal (Short Tons),"44,402",,
2013,1,HI,Total Electric Power Industry,Geothermal (Billion Btu),166,,
2013,1,HI,Total Electric Power Industry,Other Gases (Billion Btu),16,,
2013,1,HI,Total Electric Power Industry,Petroleum (Barrels),"991,248",,
2013,1,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),166,,
2013,1,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"33,329",,
2013,1,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"895,065",,
2013,1,HI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),365,,
2013,1,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),16,,
2013,1,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"10,892",,
2013,1,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"44,037",,
2013,1,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"51,591",,
2013,1,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),371,,
2013,1,IA,Total Electric Power Industry,Coal (Short Tons),"1,895,426",,
2013,1,IA,Total Electric Power Industry,Natural Gas (Mcf),"708,579",,
2013,1,IA,Total Electric Power Industry,Petroleum (Barrels),"11,271",,
2013,1,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0,,
2013,1,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),221,,
2013,1,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,822,468",,
2013,1,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"688,816",,
2013,1,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,071",,
2013,1,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"68,824",,
2013,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"16,097",,
2013,1,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11,,
2013,1,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"4,134",,
2013,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"3,666",,
2013,1,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),968,,
2013,1,ID,Total Electric Power Industry,Coal (Short Tons),"1,509",,
2013,1,ID,Total Electric Power Industry,Geothermal (Billion Btu),69,,
2013,1,ID,Total Electric Power Industry,Natural Gas (Mcf),"2,504,680",,
2013,1,ID,Total Electric Power Industry,Petroleum (Barrels),3,,
2013,1,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),69,,
2013,1,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,078,395",,
2013,1,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,274,878",,
2013,1,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),3,,
2013,1,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,509",,
2013,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"88,474",,
2013,1,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0,,
2013,1,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"62,933",,
2013,1,IL,Total Electric Power Industry,Coal (Short Tons),"4,642,610",,
2013,1,IL,Total Electric Power Industry,Natural Gas (Mcf),"3,215,374",,
2013,1,IL,Total Electric Power Industry,Other Gases (Billion Btu),296,,
2013,1,IL,Total Electric Power Industry,Petroleum (Barrels),"13,657",,
2013,1,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),"3,995,270",,
2013,1,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,088,701",,
2013,1,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"8,771",,
2013,1,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"593,519",,
2013,1,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"228,011",,
2013,1,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,862",,
2013,1,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"51,877",,
2013,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"241,731",,
2013,1,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),281,,
2013,1,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),21,,
2013,1,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"284,515",,
2013,1,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),15,,
2013,1,IL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,1,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"1,944",,
2013,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"372,416",,
2013,1,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3,,
2013,1,IN,Total Electric Power Industry,Coal (Short Tons),"4,352,687",,
2013,1,IN,Total Electric Power Industry,Natural Gas (Mcf),"7,285,314",,
2013,1,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,538",,
2013,1,IN,Total Electric Power Industry,Petroleum (Barrels),"203,444",,
2013,1,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0,,
2013,1,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"88,989",,
2013,1,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"4,112,892",,
2013,1,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,885,544",,
2013,1,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"202,089",,
2013,1,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,093",,
2013,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"297,706",,
2013,1,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),"1,538",,
2013,1,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,324",,
2013,1,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"234,999",,
2013,1,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,986,498",,
2013,1,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1,,
2013,1,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"3,703",,
2013,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"26,577",,
2013,1,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),30,,
2013,1,KS,Total Electric Power Industry,Coal (Short Tons),"1,628,960",,
2013,1,KS,Total Electric Power Industry,Natural Gas (Mcf),"878,301",,
2013,1,KS,Total Electric Power Industry,Petroleum (Barrels),"10,899",,
2013,1,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,628,960",,
2013,1,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"875,740",,
2013,1,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,899",,
2013,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"2,561",,
2013,1,KY,Total Electric Power Industry,Coal (Short Tons),"3,616,300",,
2013,1,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,299,644",,
2013,1,KY,Total Electric Power Industry,Petroleum (Barrels),"295,035",,
2013,1,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"18,034",,
2013,1,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,616,300",,
2013,1,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,146,174",,
2013,1,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"295,035",,
2013,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"135,436",,
2013,1,LA,Total Electric Power Industry,Coal (Short Tons),"1,282,716",,
2013,1,LA,Total Electric Power Industry,Natural Gas (Mcf),"36,060,611",,
2013,1,LA,Total Electric Power Industry,Other Gases (Billion Btu),931,,
2013,1,LA,Total Electric Power Industry,Petroleum (Barrels),"818,689",,
2013,1,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"664,468",,
2013,1,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,192,609",,
2013,1,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"5,375",,
2013,1,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"618,248",,
2013,1,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"15,326,973",,
2013,1,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"785,839",,
2013,1,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0,,
2013,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"16,313,324",,
2013,1,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),813,,
2013,1,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"27,475",,
2013,1,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,205,834",,
2013,1,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),119,,
2013,1,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"21,871",,
2013,1,MA,Total Electric Power Industry,Coal (Short Tons),"256,902",,
2013,1,MA,Total Electric Power Industry,Natural Gas (Mcf),"10,551,715",,
2013,1,MA,Total Electric Power Industry,Petroleum (Barrels),"140,313",,
2013,1,MA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"256,378",,
2013,1,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"8,867,582",,
2013,1,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"87,389",,
2013,1,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"143,636",,
2013,1,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"35,552",,
2013,1,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),524,,
2013,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"129,341",,
2013,1,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,969",,
2013,1,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,120,903",,
2013,1,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"7,471",,
2013,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"290,253",,
2013,1,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"7,932",,
2013,1,MD,Total Electric Power Industry,Coal (Short Tons),"616,268",,
2013,1,MD,Total Electric Power Industry,Natural Gas (Mcf),"552,567",,
2013,1,MD,Total Electric Power Industry,Petroleum (Barrels),"36,120",,
2013,1,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),"552,374",,
2013,1,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"274,787",,
2013,1,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"34,930",,
2013,1,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0,,
2013,1,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,117",,
2013,1,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"3,782",,
2013,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"32,447",,
2013,1,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),54,,
2013,1,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"60,112",,
2013,1,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"82,661",,
2013,1,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,1,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0,,
2013,1,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"162,672",,
2013,1,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),19,,
2013,1,ME,Total Electric Power Industry,Coal (Short Tons),"2,276",,
2013,1,ME,Total Electric Power Industry,Natural Gas (Mcf),"3,800,517",,
2013,1,ME,Total Electric Power Industry,Petroleum (Barrels),"99,866",,
2013,1,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,281,095",,
2013,1,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"95,517",,
2013,1,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),76,,
2013,1,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),883,,
2013,1,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,518,004",,
2013,1,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"2,675",,
2013,1,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,393",,
2013,1,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),148,,
2013,1,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,418",,
2013,1,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,450",,
2013,1,MI,Total Electric Power Industry,Coal (Short Tons),"2,784,152",,
2013,1,MI,Total Electric Power Industry,Natural Gas (Mcf),"6,466,174",,
2013,1,MI,Total Electric Power Industry,Other Gases (Billion Btu),109,,
2013,1,MI,Total Electric Power Industry,Petroleum (Barrels),"46,442",,
2013,1,MI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0,,
2013,1,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,331,240",,
2013,1,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0,,
2013,1,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0,,
2013,1,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,754,724",,
2013,1,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,269,642",,
2013,1,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"25,514",,
2013,1,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"7,691",,
2013,1,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"166,327",,
2013,1,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,101",,
2013,1,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,671",,
2013,1,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,498,460",,
2013,1,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),109,,
