YEAR,MONTH,STATE_CODE,SECTOR_NAME,ENERGY SOURCE              (UNITS),CONSUMPTION,order1,order2
2013,4,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,303,476",,
2013,4,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,977",,
2013,4,CO,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),0,,
2013,4,CO,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"14,634",,
2013,4,CO,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),1,,
2013,4,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,230",,
2013,4,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"92,782",,
2013,4,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,CO,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0,,
2013,4,CO,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0,,
2013,4,CT,Total Electric Power Industry,Coal (Short Tons),0,,
2013,4,CT,Total Electric Power Industry,Natural Gas (Mcf),"8,659,529",,
2013,4,CT,Total Electric Power Industry,Petroleum (Barrels),"4,009",,
2013,4,CT,"Electric Generators, Independent Power",Coal (Short Tons),0,,
2013,4,CT,"Electric Generators, Independent Power",Natural Gas (Mcf),"8,178,435",,
2013,4,CT,"Electric Generators, Independent Power",Petroleum (Barrels),"3,146",,
2013,4,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"49,858",,
2013,4,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),561,,
2013,4,CT,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"125,399",,
2013,4,CT,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),132,,
2013,4,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"148,874",,
2013,4,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),158,,
2013,4,CT,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"156,963",,
2013,4,CT,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),12,,
2013,4,DC,Total Electric Power Industry,Natural Gas (Mcf),"77,947",,
2013,4,DC,Total Electric Power Industry,Petroleum (Barrels),0,,
2013,4,DC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"77,947",,
2013,4,DC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0,,
2013,4,DE,Total Electric Power Industry,Coal (Short Tons),"51,383",,
2013,4,DE,Total Electric Power Industry,Natural Gas (Mcf),"3,359,068",,
2013,4,DE,Total Electric Power Industry,Other Gases (Billion Btu),41,,
2013,4,DE,Total Electric Power Industry,Petroleum (Barrels),"1,370",,
2013,4,DE,"Electric Generators, Independent Power",Coal (Short Tons),"48,473",,
2013,4,DE,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,537,985",,
2013,4,DE,"Electric Generators, Independent Power",Petroleum (Barrels),"1,265",,
2013,4,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,013",,
2013,4,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),59,,
2013,4,DE,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"732,082",,
2013,4,DE,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),41,,
2013,4,DE,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,4,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,910",,
2013,4,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"79,988",,
2013,4,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),46,,
2013,4,FL,Total Electric Power Industry,Coal (Short Tons),"1,621,972",,
2013,4,FL,Total Electric Power Industry,Natural Gas (Mcf),"80,322,205",,
2013,4,FL,Total Electric Power Industry,Other Gases (Billion Btu),2,,
2013,4,FL,Total Electric Power Industry,Petroleum (Barrels),"420,263",,
2013,4,FL,"Electric Generators, Independent Power",Natural Gas (Mcf),"4,781,807",,
2013,4,FL,"Electric Generators, Independent Power",Petroleum (Barrels),259,,
2013,4,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,572,978",,
2013,4,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"73,047,063",,
2013,4,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"416,737",,
2013,4,FL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"3,207",,
2013,4,FL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"757,252",,
2013,4,FL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),2,,
2013,4,FL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,124",,
2013,4,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"45,787",,
2013,4,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,720,752",,
2013,4,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"2,143",,
2013,4,FL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"15,331",,
2013,4,FL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0,,
2013,4,GA,Total Electric Power Industry,Coal (Short Tons),"1,214,894",,
2013,4,GA,Total Electric Power Industry,Natural Gas (Mcf),"20,921,599",,
2013,4,GA,Total Electric Power Industry,Petroleum (Barrels),"48,091",,
2013,4,GA,"Electric Generators, Independent Power",Natural Gas (Mcf),"4,400,405",,
2013,4,GA,"Electric Generators, Independent Power",Petroleum (Barrels),70,,
2013,4,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,205,845",,
2013,4,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"15,986,766",,
2013,4,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"18,107",,
2013,4,GA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"9,049",,
2013,4,GA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"416,188",,
2013,4,GA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"29,684",,
2013,4,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"118,240",,
2013,4,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,GA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0,,
2013,4,GA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),230,,
2013,4,HI,Total Electric Power Industry,Coal (Short Tons),"63,069",,
2013,4,HI,Total Electric Power Industry,Geothermal (Billion Btu),244,,
2013,4,HI,Total Electric Power Industry,Other Gases (Billion Btu),14,,
2013,4,HI,Total Electric Power Industry,Petroleum (Barrels),"853,904",,
2013,4,HI,"Electric Generators, Independent Power",Geothermal (Billion Btu),244,,
2013,4,HI,"Electric Generators, Independent Power",Petroleum (Barrels),"23,013",,
2013,4,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"735,506",,
2013,4,HI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,450",,
2013,4,HI,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),14,,
2013,4,HI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"6,588",,
2013,4,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"61,619",,
2013,4,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"88,541",,
2013,4,HI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),256,,
2013,4,IA,Total Electric Power Industry,Coal (Short Tons),"1,434,328",,
2013,4,IA,Total Electric Power Industry,Natural Gas (Mcf),"549,106",,
2013,4,IA,Total Electric Power Industry,Petroleum (Barrels),"28,400",,
2013,4,IA,"Electric Generators, Independent Power",Natural Gas (Mcf),54,,
2013,4,IA,"Electric Generators, Independent Power",Petroleum (Barrels),282,,
2013,4,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,373,063",,
2013,4,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"528,582",,
2013,4,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"27,988",,
2013,4,IA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"57,575",,
2013,4,IA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"17,099",,
2013,4,IA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),15,,
2013,4,IA,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"3,690",,
2013,4,IA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"3,371",,
2013,4,IA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),115,,
2013,4,ID,Total Electric Power Industry,Coal (Short Tons),"1,112",,
2013,4,ID,Total Electric Power Industry,Geothermal (Billion Btu),62,,
2013,4,ID,Total Electric Power Industry,Natural Gas (Mcf),"784,184",,
2013,4,ID,Total Electric Power Industry,Petroleum (Barrels),5,,
2013,4,ID,"Electric Generators, Independent Power",Geothermal (Billion Btu),62,,
2013,4,ID,"Electric Generators, Independent Power",Natural Gas (Mcf),"437,638",,
2013,4,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"285,714",,
2013,4,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),5,,
2013,4,ID,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,112",,
2013,4,ID,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"20,596",,
2013,4,ID,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,4,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"40,236",,
2013,4,IL,Total Electric Power Industry,Coal (Short Tons),"3,729,979",,
2013,4,IL,Total Electric Power Industry,Natural Gas (Mcf),"4,837,269",,
2013,4,IL,Total Electric Power Industry,Other Gases (Billion Btu),198,,
2013,4,IL,Total Electric Power Industry,Petroleum (Barrels),"9,605",,
2013,4,IL,"Electric Generators, Independent Power",Coal (Short Tons),"3,339,290",,
2013,4,IL,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,469,486",,
2013,4,IL,"Electric Generators, Independent Power",Petroleum (Barrels),"6,239",,
2013,4,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"342,495",,
2013,4,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"663,417",,
2013,4,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,329",,
2013,4,IL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"46,500",,
2013,4,IL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"183,457",,
2013,4,IL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),180,,
2013,4,IL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),29,,
2013,4,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"240,935",,
2013,4,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),18,,
2013,4,IL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,IL,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,694",,
2013,4,IL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"279,974",,
2013,4,IL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),8,,
2013,4,IN,Total Electric Power Industry,Coal (Short Tons),"3,509,010",,
2013,4,IN,Total Electric Power Industry,Natural Gas (Mcf),"4,385,336",,
2013,4,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,192",,
2013,4,IN,Total Electric Power Industry,Petroleum (Barrels),"33,970",,
2013,4,IN,"Electric Generators, Independent Power",Natural Gas (Mcf),"174,709",,
2013,4,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,289,653",,
2013,4,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,954,947",,
2013,4,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"32,579",,
2013,4,IN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),941,,
2013,4,IN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"336,585",,
2013,4,IN,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),"1,192",,
2013,4,IN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,367",,
2013,4,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"216,929",,
2013,4,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"899,063",,
2013,4,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,IN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,487",,
2013,4,IN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"20,032",,
2013,4,IN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),24,,
2013,4,KS,Total Electric Power Industry,Coal (Short Tons),"1,373,019",,
2013,4,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,649,581",,
2013,4,KS,Total Electric Power Industry,Petroleum (Barrels),"6,690",,
2013,4,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,373,019",,
2013,4,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,647,248",,
2013,4,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,690",,
2013,4,KS,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"2,333",,
2013,4,KY,Total Electric Power Industry,Coal (Short Tons),"2,698,017",,
2013,4,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,616,444",,
2013,4,KY,Total Electric Power Industry,Petroleum (Barrels),"230,573",,
2013,4,KY,"Electric Generators, Independent Power",Natural Gas (Mcf),"17,168",,
2013,4,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,698,017",,
2013,4,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,468,896",,
2013,4,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"230,573",,
2013,4,KY,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"130,380",,
2013,4,LA,Total Electric Power Industry,Coal (Short Tons),"801,541",,
2013,4,LA,Total Electric Power Industry,Natural Gas (Mcf),"32,279,997",,
2013,4,LA,Total Electric Power Industry,Other Gases (Billion Btu),"1,180",,
2013,4,LA,Total Electric Power Industry,Petroleum (Barrels),"585,393",,
2013,4,LA,"Electric Generators, Independent Power",Coal (Short Tons),"472,920",,
2013,4,LA,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,531,783",,
2013,4,LA,"Electric Generators, Independent Power",Petroleum (Barrels),"4,227",,
2013,4,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"328,276",,
2013,4,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"14,728,162",,
2013,4,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"558,997",,
2013,4,LA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),345,,
2013,4,LA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"12,842,877",,
2013,4,LA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),818,,
2013,4,LA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"22,169",,
2013,4,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,157,865",,
2013,4,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),362,,
2013,4,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,LA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"19,310",,
2013,4,MA,Total Electric Power Industry,Coal (Short Tons),"110,898",,
2013,4,MA,Total Electric Power Industry,Natural Gas (Mcf),"14,177,859",,
2013,4,MA,Total Electric Power Industry,Petroleum (Barrels),"6,918",,
2013,4,MA,"Electric Generators, Independent Power",Coal (Short Tons),"110,437",,
2013,4,MA,"Electric Generators, Independent Power",Natural Gas (Mcf),"12,345,023",,
2013,4,MA,"Electric Generators, Independent Power",Petroleum (Barrels),"2,344",,
2013,4,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"45,679",,
2013,4,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),706,,
2013,4,MA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),461,,
2013,4,MA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"82,003",,
2013,4,MA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,179",,
2013,4,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,427,123",,
2013,4,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),756,,
2013,4,MA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"278,031",,
2013,4,MA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"1,933",,
2013,4,MD,Total Electric Power Industry,Coal (Short Tons),"287,644",,
2013,4,MD,Total Electric Power Industry,Natural Gas (Mcf),"2,208,065",,
2013,4,MD,Total Electric Power Industry,Petroleum (Barrels),"24,131",,
2013,4,MD,"Electric Generators, Independent Power",Coal (Short Tons),"258,661",,
2013,4,MD,"Electric Generators, Independent Power",Natural Gas (Mcf),"1,946,611",,
2013,4,MD,"Electric Generators, Independent Power",Petroleum (Barrels),"20,640",,
2013,4,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0,,
2013,4,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,302",,
2013,4,MD,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,474",,
2013,4,MD,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"29,457",,
2013,4,MD,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),121,,
2013,4,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"24,509",,
2013,4,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"75,303",,
2013,4,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"2,051",,
2013,4,MD,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),0,,
2013,4,MD,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"156,694",,
2013,4,MD,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),17,,
2013,4,ME,Total Electric Power Industry,Coal (Short Tons),"1,039",,
2013,4,ME,Total Electric Power Industry,Natural Gas (Mcf),"2,623,561",,
2013,4,ME,Total Electric Power Industry,Petroleum (Barrels),"36,794",,
2013,4,ME,"Electric Generators, Independent Power",Natural Gas (Mcf),"1,656,534",,
2013,4,ME,"Electric Generators, Independent Power",Petroleum (Barrels),"33,199",,
2013,4,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),111,,
2013,4,ME,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),408,,
2013,4,ME,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"965,617",,
2013,4,ME,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,916",,
2013,4,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),631,,
2013,4,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,186",,
2013,4,ME,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"1,410",,
2013,4,ME,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),382,,
2013,4,MI,Total Electric Power Industry,Coal (Short Tons),"2,177,959",,
2013,4,MI,Total Electric Power Industry,Natural Gas (Mcf),"8,866,821",,
2013,4,MI,Total Electric Power Industry,Other Gases (Billion Btu),214,,
2013,4,MI,Total Electric Power Industry,Petroleum (Barrels),"39,498",,
2013,4,MI,"Electric Generators, Independent Power",Coal (Short Tons),0,,
2013,4,MI,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,789,639",,
2013,4,MI,"Electric Generators, Independent Power",Other Gases (Billion Btu),0,,
2013,4,MI,"Electric Generators, Independent Power",Petroleum (Barrels),0,,
2013,4,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,152,685",,
2013,4,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,792,013",,
2013,4,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),76,,
2013,4,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"20,506",,
2013,4,MI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"7,615",,
2013,4,MI,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"161,784",,
2013,4,MI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"6,076",,
2013,4,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"15,039",,
2013,4,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,974,491",,
2013,4,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),138,,
2013,4,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"12,695",,
2013,4,MI,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"2,620",,
2013,4,MI,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"148,894",,
2013,4,MI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),221,,
2013,4,MN,Total Electric Power Industry,Coal (Short Tons),"937,013",,
2013,4,MN,Total Electric Power Industry,Natural Gas (Mcf),"4,756,142",,
2013,4,MN,Total Electric Power Industry,Petroleum (Barrels),"2,611",,
2013,4,MN,"Electric Generators, Independent Power",Natural Gas (Mcf),"606,696",,
2013,4,MN,"Electric Generators, Independent Power",Petroleum (Barrels),14,,
2013,4,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),"907,947",,
2013,4,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,837,130",,
2013,4,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,286",,
2013,4,MN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"27,546",,
2013,4,MN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"45,150",,
2013,4,MN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),98,,
2013,4,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"155,482",,
2013,4,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,MN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,520",,
2013,4,MN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"111,684",,
2013,4,MN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),213,,
2013,4,MO,Total Electric Power Industry,Coal (Short Tons),"3,469,036",,
2013,4,MO,Total Electric Power Industry,Natural Gas (Mcf),"2,069,453",,
2013,4,MO,Total Electric Power Industry,Petroleum (Barrels),"14,357",,
2013,4,MO,"Electric Generators, Independent Power",Natural Gas (Mcf),"451,502",,
2013,4,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,465,035",,
2013,4,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,498,590",,
2013,4,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"14,343",,
2013,4,MO,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"2,175",,
2013,4,MO,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"1,375",,
2013,4,MO,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,4,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"16,014",,
2013,4,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,4,MO,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,826",,
2013,4,MO,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"101,972",,
2013,4,MO,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),14,,
2013,4,MS,Total Electric Power Industry,Coal (Short Tons),"499,602",,
2013,4,MS,Total Electric Power Industry,Natural Gas (Mcf),"14,552,096",,
2013,4,MS,Total Electric Power Industry,Petroleum (Barrels),"3,199",,
2013,4,MS,"Electric Generators, Independent Power",Coal (Short Tons),"206,434",,
2013,4,MS,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,789,452",,
2013,4,MS,"Electric Generators, Independent Power",Petroleum (Barrels),0,,
2013,4,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),"293,168",,
2013,4,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,512,539",,
2013,4,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,884",,
2013,4,MS,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),0,,
2013,4,MS,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"1,241,207",,
2013,4,MS,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),315,,
2013,4,MS,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"8,898",,
2013,4,MT,Total Electric Power Industry,Coal (Short Tons),"904,950",,
2013,4,MT,Total Electric Power Industry,Natural Gas (Mcf),"87,156",,
2013,4,MT,Total Electric Power Industry,Other Gases (Billion Btu),0,,
2013,4,MT,Total Electric Power Industry,Petroleum (Barrels),"79,247",,
2013,4,MT,"Electric Generators, Independent Power",Coal (Short Tons),"884,348",,
2013,4,MT,"Electric Generators, Independent Power",Natural Gas (Mcf),"12,838",,
2013,4,MT,"Electric Generators, Independent Power",Petroleum (Barrels),727,,
2013,4,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),"19,999",,
2013,4,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"74,318",,
2013,4,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),95,,
2013,4,MT,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),603,,
2013,4,MT,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),0,,
2013,4,MT,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),0,,
2013,4,MT,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,4,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0,,
2013,4,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"78,425",,
2013,4,NC,Total Electric Power Industry,Coal (Short Tons),"1,130,761",,
2013,4,NC,Total Electric Power Industry,Natural Gas (Mcf),"14,545,105",,
2013,4,NC,Total Electric Power Industry,Petroleum (Barrels),"24,111",,
2013,4,NC,"Electric Generators, Independent Power",Natural Gas (Mcf),"928,977",,
2013,4,NC,"Electric Generators, Independent Power",Petroleum (Barrels),296,,
2013,4,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,081,035",,
2013,4,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,236,988",,
2013,4,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"22,694",,
2013,4,NC,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"3,003",,
2013,4,NC,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"53,264",,
2013,4,NC,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),934,,
2013,4,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),"46,458",,
2013,4,NC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,323,447",,
2013,4,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),167,,
2013,4,NC,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),265,,
2013,4,NC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"2,429",,
2013,4,NC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),20,,
2013,4,ND,Total Electric Power Industry,Coal (Short Tons),"1,613,093",,
2013,4,ND,Total Electric Power Industry,Natural Gas (Mcf),"9,100",,
2013,4,ND,Total Electric Power Industry,Other Gases (Billion Btu),12,,
2013,4,ND,Total Electric Power Industry,Petroleum (Barrels),"4,946",,
2013,4,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,607,263",,
2013,4,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,242",,
