YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2012,1,AK,Total Electric Power Industry,Coal (Short Tons),"46,749"
2012,1,AK,Total Electric Power Industry,Natural Gas (Mcf),"4,097,521"
2012,1,AK,Total Electric Power Industry,Other Gases (Billion Btu),4
2012,1,AK,Total Electric Power Industry,Petroleum (Barrels),"148,801"
2012,1,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"18,469"
2012,1,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,032,914"
2012,1,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"137,170"
2012,1,AK,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"64,607"
2012,1,AK,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),4
2012,1,AK,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"9,563"
2012,1,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,286"
2012,1,AK,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"9,994"
2012,1,AK,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0
2012,1,AK,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"2,068"
2012,1,AL,Total Electric Power Industry,Coal (Short Tons),"1,593,792"
2012,1,AL,Total Electric Power Industry,Natural Gas (Mcf),"33,438,569"
2012,1,AL,Total Electric Power Industry,Other Gases (Billion Btu),690
2012,1,AL,Total Electric Power Industry,Petroleum (Barrels),"22,668"
2012,1,AL,"Electric Generators, Independent Power",Natural Gas (Mcf),"20,767,194"
2012,1,AL,"Electric Generators, Independent Power",Petroleum (Barrels),302
2012,1,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,587,499"
2012,1,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,484,939"
2012,1,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,379"
2012,1,AL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,828"
2012,1,AL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"655,153"
2012,1,AL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),690
2012,1,AL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"11,987"
2012,1,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,465"
2012,1,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,531,283"
2012,1,AR,Total Electric Power Industry,Coal (Short Tons),"1,634,115"
2012,1,AR,Total Electric Power Industry,Natural Gas (Mcf),"9,394,981"
2012,1,AR,Total Electric Power Industry,Petroleum (Barrels),"5,469"
2012,1,AR,"Electric Generators, Independent Power",Coal (Short Tons),"236,011"
2012,1,AR,"Electric Generators, Independent Power",Natural Gas (Mcf),"7,688,591"
2012,1,AR,"Electric Generators, Independent Power",Petroleum (Barrels),"1,545"
2012,1,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,395,266"
2012,1,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"885,070"
2012,1,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,578"
2012,1,AR,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"2,838"
2012,1,AR,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"147,349"
2012,1,AR,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),346
2012,1,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"673,438"
2012,1,AR,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),533
2012,1,AZ,Total Electric Power Industry,Coal (Short Tons),"2,002,928"
2012,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),"13,190,558"
2012,1,AZ,Total Electric Power Industry,Petroleum (Barrels),"3,894"
2012,1,AZ,"Electric Generators, Independent Power",Natural Gas (Mcf),"7,959,931"
2012,1,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,996,691"
2012,1,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,165,614"
2012,1,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,864"
2012,1,AZ,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"6,237"
2012,1,AZ,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),0
2012,1,AZ,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),24
2012,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2012,1,AZ,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"65,013"
2012,1,AZ,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),6
2012,1,CA,Total Electric Power Industry,Coal (Short Tons),"54,142"
2012,1,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,750"
2012,1,CA,Total Electric Power Industry,Natural Gas (Mcf),"68,112,264"
2012,1,CA,Total Electric Power Industry,Other Gases (Billion Btu),"1,054"
2012,1,CA,Total Electric Power Industry,Petroleum (Barrels),"126,235"
2012,1,CA,"Electric Generators, Independent Power",Coal (Short Tons),0
2012,1,CA,"Electric Generators, Independent Power",Geothermal (Billion Btu),"9,052"
2012,1,CA,"Electric Generators, Independent Power",Natural Gas (Mcf),"30,512,534"
2012,1,CA,"Electric Generators, Independent Power",Petroleum (Barrels),"110,345"
2012,1,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),698
2012,1,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"21,187,088"
2012,1,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2012,1,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,144"
2012,1,CA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"6,476"
2012,1,CA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"5,851,162"
2012,1,CA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),"1,054"
2012,1,CA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),189
2012,1,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"47,666"
2012,1,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,276,986"
2012,1,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"11,485"
2012,1,CA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"1,284,494"
2012,1,CA,"Combined Heat and Power, Commercial Pow",Other Gases (Billion Btu),0
2012,1,CA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),72
2012,1,CO,Total Electric Power Industry,Coal (Short Tons),"1,555,735"
2012,1,CO,Total Electric Power Industry,Natural Gas (Mcf),"6,773,265"
2012,1,CO,Total Electric Power Industry,Petroleum (Barrels),"2,174"
2012,1,CO,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,482,806"
2012,1,CO,"Electric Generators, Independent Power",Petroleum (Barrels),133
2012,1,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,551,753"
2012,1,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,195,036"
2012,1,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,041"
2012,1,CO,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),452
2012,1,CO,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"16,834"
2012,1,CO,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,1,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,530"
2012,1,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"78,266"
2012,1,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,1,CO,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),323
2012,1,CO,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,1,CT,Total Electric Power Industry,Coal (Short Tons),"37,588"
2012,1,CT,Total Electric Power Industry,Natural Gas (Mcf),"8,583,062"
2012,1,CT,Total Electric Power Industry,Petroleum (Barrels),"7,941"
2012,1,CT,"Electric Generators, Independent Power",Coal (Short Tons),"17,353"
2012,1,CT,"Electric Generators, Independent Power",Natural Gas (Mcf),"7,840,830"
2012,1,CT,"Electric Generators, Independent Power",Petroleum (Barrels),"6,622"
2012,1,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2012,1,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),166
2012,1,CT,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"204,502"
2012,1,CT,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),459
2012,1,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),"20,235"
2012,1,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"216,504"
2012,1,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),686
2012,1,CT,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"321,226"
2012,1,CT,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),8
2012,1,DC,Total Electric Power Industry,Natural Gas (Mcf),"73,237"
2012,1,DC,Total Electric Power Industry,Petroleum (Barrels),"2,855"
2012,1,DC,"Electric Generators, Independent Power",Petroleum (Barrels),"2,855"
2012,1,DC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"73,237"
2012,1,DC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,1,DE,Total Electric Power Industry,Coal (Short Tons),"26,531"
2012,1,DE,Total Electric Power Industry,Natural Gas (Mcf),"4,194,319"
2012,1,DE,Total Electric Power Industry,Other Gases (Billion Btu),112
2012,1,DE,Total Electric Power Industry,Petroleum (Barrels),"6,668"
2012,1,DE,"Electric Generators, Independent Power",Coal (Short Tons),"23,014"
2012,1,DE,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,188,764"
2012,1,DE,"Electric Generators, Independent Power",Petroleum (Barrels),"6,434"
2012,1,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,336"
2012,1,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),195
2012,1,DE,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"403,479"
2012,1,DE,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),112
2012,1,DE,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,1,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,517"
2012,1,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"595,740"
2012,1,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),39
2012,1,FL,Total Electric Power Industry,Coal (Short Tons),"1,330,046"
2012,1,FL,Total Electric Power Industry,Natural Gas (Mcf),"80,318,604"
2012,1,FL,Total Electric Power Industry,Other Gases (Billion Btu),6
2012,1,FL,Total Electric Power Industry,Petroleum (Barrels),"518,379"
2012,1,FL,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,236,122"
2012,1,FL,"Electric Generators, Independent Power",Petroleum (Barrels),801
2012,1,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,279,929"
2012,1,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"74,724,552"
2012,1,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"500,414"
2012,1,FL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,995"
2012,1,FL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"670,866"
2012,1,FL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),6
2012,1,FL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"17,138"
2012,1,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"45,122"
2012,1,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,674,989"
2012,1,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),26
2012,1,FL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"12,075"
2012,1,FL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,1,GA,Total Electric Power Industry,Coal (Short Tons),"1,546,935"
2012,1,GA,Total Electric Power Industry,Natural Gas (Mcf),"19,068,216"
2012,1,GA,Total Electric Power Industry,Petroleum (Barrels),"52,908"
2012,1,GA,"Electric Generators, Independent Power",Natural Gas (Mcf),"6,522,703"
2012,1,GA,"Electric Generators, Independent Power",Petroleum (Barrels),56
2012,1,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,531,752"
2012,1,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,346,390"
2012,1,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"15,355"
2012,1,GA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"15,183"
2012,1,GA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"199,123"
2012,1,GA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"37,133"
2012,1,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2012,1,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,1,GA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0
2012,1,GA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),364
2012,1,HI,Total Electric Power Industry,Coal (Short Tons),"59,050"
2012,1,HI,Total Electric Power Industry,Geothermal (Billion Btu),184
2012,1,HI,Total Electric Power Industry,Other Gases (Billion Btu),24
2012,1,HI,Total Electric Power Industry,Petroleum (Barrels),"967,125"
2012,1,HI,"Electric Generators, Independent Power",Geothermal (Billion Btu),184
2012,1,HI,"Electric Generators, Independent Power",Petroleum (Barrels),0
2012,1,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"859,939"
2012,1,HI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"3,711"
2012,1,HI,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),24
2012,1,HI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"14,315"
2012,1,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"55,339"
2012,1,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"92,590"
2012,1,HI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),281
2012,1,IA,Total Electric Power Industry,Coal (Short Tons),"1,910,434"
2012,1,IA,Total Electric Power Industry,Natural Gas (Mcf),"498,806"
2012,1,IA,Total Electric Power Industry,Petroleum (Barrels),"13,866"
2012,1,IA,"Electric Generators, Independent Power",Natural Gas (Mcf),14
2012,1,IA,"Electric Generators, Independent Power",Petroleum (Barrels),182
2012,1,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,834,829"
2012,1,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"482,502"
2012,1,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"12,813"
2012,1,IA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"71,414"
2012,1,IA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"14,561"
2012,1,IA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),18
2012,1,IA,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"4,191"
2012,1,IA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"1,729"
2012,1,IA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),853
2012,1,ID,Total Electric Power Industry,Coal (Short Tons),"2,860"
2012,1,ID,Total Electric Power Industry,Geothermal (Billion Btu),57
2012,1,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,346,359"
2012,1,ID,Total Electric Power Industry,Petroleum (Barrels),2
2012,1,ID,"Electric Generators, Independent Power",Geothermal (Billion Btu),57
2012,1,ID,"Electric Generators, Independent Power",Natural Gas (Mcf),"1,198,509"
2012,1,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"56,257"
2012,1,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),2
2012,1,ID,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"2,860"
2012,1,ID,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"43,207"
2012,1,ID,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,1,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"48,386"
2012,1,IL,Total Electric Power Industry,Coal (Short Tons),"4,494,098"
2012,1,IL,Total Electric Power Industry,Natural Gas (Mcf),"4,848,636"
2012,1,IL,Total Electric Power Industry,Other Gases (Billion Btu),266
2012,1,IL,Total Electric Power Industry,Petroleum (Barrels),"9,928"
2012,1,IL,"Electric Generators, Independent Power",Coal (Short Tons),"3,878,020"
2012,1,IL,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,259,841"
2012,1,IL,"Electric Generators, Independent Power",Petroleum (Barrels),"4,573"
2012,1,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"553,503"
2012,1,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"526,423"
2012,1,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"5,286"
2012,1,IL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"59,171"
2012,1,IL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"127,196"
2012,1,IL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),266
2012,1,IL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),16
2012,1,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"301,204"
2012,1,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2012,1,IL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,1,IL,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"3,404"
2012,1,IL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"633,972"
2012,1,IL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),53
2012,1,IN,Total Electric Power Industry,Coal (Short Tons),"4,215,690"
2012,1,IN,Total Electric Power Industry,Natural Gas (Mcf),"10,211,082"
2012,1,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,648"
2012,1,IN,Total Electric Power Industry,Petroleum (Barrels),"224,111"
2012,1,IN,"Electric Generators, Independent Power",Coal (Short Tons),"121,584"
2012,1,IN,"Electric Generators, Independent Power",Natural Gas (Mcf),"63,914"
2012,1,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,835,382"
2012,1,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"7,860,778"
2012,1,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"223,210"
2012,1,IN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,222"
2012,1,IN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"327,139"
2012,1,IN,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),"1,648"
2012,1,IN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),865
2012,1,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"254,186"
2012,1,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,932,773"
2012,1,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1
2012,1,IN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"3,316"
2012,1,IN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"26,478"
2012,1,IN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),35
2012,1,KS,Total Electric Power Industry,Coal (Short Tons),"1,508,998"
2012,1,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,857,500"
2012,1,KS,Total Electric Power Industry,Petroleum (Barrels),"8,043"
2012,1,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,508,998"
2012,1,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,816,854"
2012,1,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,043"
2012,1,KS,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"40,646"
2012,1,KY,Total Electric Power Industry,Coal (Short Tons),"3,567,859"
2012,1,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,207,157"
2012,1,KY,Total Electric Power Industry,Petroleum (Barrels),"123,561"
2012,1,KY,"Electric Generators, Independent Power",Natural Gas (Mcf),"17,579"
2012,1,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,567,859"
2012,1,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,105,220"
2012,1,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"123,561"
2012,1,KY,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"84,358"
2012,1,LA,Total Electric Power Industry,Coal (Short Tons),"1,384,863"
2012,1,LA,Total Electric Power Industry,Natural Gas (Mcf),"31,578,555"
2012,1,LA,Total Electric Power Industry,Other Gases (Billion Btu),546
2012,1,LA,Total Electric Power Industry,Petroleum (Barrels),"735,121"
2012,1,LA,"Electric Generators, Independent Power",Coal (Short Tons),"660,655"
2012,1,LA,"Electric Generators, Independent Power",Natural Gas (Mcf),"1,039,625"
2012,1,LA,"Electric Generators, Independent Power",Petroleum (Barrels),"1,038"
2012,1,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"724,208"
2012,1,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,056,179"
2012,1,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"695,405"
2012,1,LA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),0
2012,1,LA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"15,736,812"
2012,1,LA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),428
2012,1,LA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"38,678"
2012,1,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,729,319"
2012,1,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),118
2012,1,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,1,LA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"16,620"
2012,1,MA,Total Electric Power Industry,Coal (Short Tons),"197,202"
2012,1,MA,Total Electric Power Industry,Natural Gas (Mcf),"12,072,629"
2012,1,MA,Total Electric Power Industry,Petroleum (Barrels),"63,080"
2012,1,MA,"Electric Generators, Independent Power",Coal (Short Tons),"196,103"
2012,1,MA,"Electric Generators, Independent Power",Natural Gas (Mcf),"10,401,525"
2012,1,MA,"Electric Generators, Independent Power",Petroleum (Barrels),"52,344"
2012,1,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"23,568"
2012,1,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,009"
2012,1,MA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,099"
2012,1,MA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"95,372"
2012,1,MA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"3,414"
2012,1,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,176,709"
2012,1,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,182"
2012,1,MA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"375,455"
2012,1,MA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"2,131"
2012,1,MD,Total Electric Power Industry,Coal (Short Tons),"462,294"
2012,1,MD,Total Electric Power Industry,Natural Gas (Mcf),"502,803"
2012,1,MD,Total Electric Power Industry,Other Gases (Billion Btu),53
2012,1,MD,Total Electric Power Industry,Petroleum (Barrels),"26,614"
2012,1,MD,"Electric Generators, Independent Power",Coal (Short Tons),"395,616"
2012,1,MD,"Electric Generators, Independent Power",Natural Gas (Mcf),"360,568"
2012,1,MD,"Electric Generators, Independent Power",Petroleum (Barrels),"14,414"
2012,1,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2012,1,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),868
2012,1,MD,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,297"
2012,1,MD,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"97,197"
2012,1,MD,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),53
2012,1,MD,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),162
2012,1,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"60,483"
2012,1,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"22,408"
2012,1,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,1,MD,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,898"
2012,1,MD,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"22,630"
2012,1,MD,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"11,170"
2012,1,ME,Total Electric Power Industry,Coal (Short Tons),973
2012,1,ME,Total Electric Power Industry,Natural Gas (Mcf),"4,770,348"
2012,1,ME,Total Electric Power Industry,Petroleum (Barrels),"36,288"
2012,1,ME,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,363,920"
2012,1,ME,"Electric Generators, Independent Power",Petroleum (Barrels),"28,439"
2012,1,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),74
2012,1,ME,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),378
2012,1,ME,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"1,372,803"
2012,1,ME,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"4,372"
2012,1,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),595
2012,1,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"2,607"
2012,1,ME,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"33,625"
2012,1,ME,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),796
2012,1,MI,Total Electric Power Industry,Coal (Short Tons),"2,407,741"
2012,1,MI,Total Electric Power Industry,Natural Gas (Mcf),"12,094,653"
2012,1,MI,Total Electric Power Industry,Other Gases (Billion Btu),124
2012,1,MI,Total Electric Power Industry,Petroleum (Barrels),"38,114"
2012,1,MI,"Electric Generators, Independent Power",Coal (Short Tons),0
2012,1,MI,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,922,419"
2012,1,MI,"Electric Generators, Independent Power",Other Gases (Billion Btu),0
2012,1,MI,"Electric Generators, Independent Power",Petroleum (Barrels),0
2012,1,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,377,885"
2012,1,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,759,268"
2012,1,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),.
2012,1,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"17,135"
2012,1,MI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"10,043"
2012,1,MI,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"448,782"
2012,1,MI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"5,463"
2012,1,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,338"
2012,1,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"5,710,886"
2012,1,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),124
2012,1,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"15,405"
2012,1,MI,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,475"
2012,1,MI,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"253,298"
2012,1,MI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),111
2012,1,MN,Total Electric Power Industry,Coal (Short Tons),"1,283,144"
2012,1,MN,Total Electric Power Industry,Natural Gas (Mcf),"2,021,926"
