YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2012,6,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,972,562"
2012,6,AK,Total Electric Power Industry,Other Gases (Billion Btu),4
2012,6,AK,Total Electric Power Industry,Petroleum (Barrels),"114,618"
2012,6,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"17,438"
2012,6,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,928,415"
2012,6,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"108,894"
2012,6,AK,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"44,147"
2012,6,AK,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),4
2012,6,AK,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"5,530"
2012,6,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"17,826"
2012,6,AK,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"7,904"
2012,6,AK,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0
2012,6,AK,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),194
2012,6,AL,Total Electric Power Industry,Coal (Short Tons),"2,217,206"
2012,6,AL,Total Electric Power Industry,Natural Gas (Mcf),"38,905,836"
2012,6,AL,Total Electric Power Industry,Other Gases (Billion Btu),687
2012,6,AL,Total Electric Power Industry,Petroleum (Barrels),"21,133"
2012,6,AL,"Electric Generators, Independent Power",Natural Gas (Mcf),"25,559,951"
2012,6,AL,"Electric Generators, Independent Power",Petroleum (Barrels),201
2012,6,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,210,639"
2012,6,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,764,811"
2012,6,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"18,030"
2012,6,AL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"3,828"
2012,6,AL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"754,797"
2012,6,AL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),687
2012,6,AL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"2,902"
2012,6,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,739"
2012,6,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,826,277"
2012,6,AR,Total Electric Power Industry,Coal (Short Tons),"1,584,951"
2012,6,AR,Total Electric Power Industry,Natural Gas (Mcf),"13,548,680"
2012,6,AR,Total Electric Power Industry,Petroleum (Barrels),"2,247"
2012,6,AR,"Electric Generators, Independent Power",Coal (Short Tons),"215,859"
2012,6,AR,"Electric Generators, Independent Power",Natural Gas (Mcf),"9,678,668"
2012,6,AR,"Electric Generators, Independent Power",Petroleum (Barrels),637
2012,6,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,367,317"
2012,6,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,106,175"
2012,6,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,582"
2012,6,AR,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,775"
2012,6,AR,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"96,236"
2012,6,AR,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),28
2012,6,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"666,872"
2012,6,AR,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),729
2012,6,AZ,Total Electric Power Industry,Coal (Short Tons),"1,813,374"
2012,6,AZ,Total Electric Power Industry,Natural Gas (Mcf),"25,187,193"
2012,6,AZ,Total Electric Power Industry,Petroleum (Barrels),"4,729"
2012,6,AZ,"Electric Generators, Independent Power",Natural Gas (Mcf),"12,698,031"
2012,6,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,806,057"
2012,6,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,304,867"
2012,6,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,703"
2012,6,AZ,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"7,317"
2012,6,AZ,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),0
2012,6,AZ,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),19
2012,6,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"64,086"
2012,6,AZ,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"120,209"
2012,6,AZ,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),7
2012,6,CA,Total Electric Power Industry,Coal (Short Tons),"46,194"
2012,6,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,719"
2012,6,CA,Total Electric Power Industry,Natural Gas (Mcf),"64,914,979"
2012,6,CA,Total Electric Power Industry,Other Gases (Billion Btu),873
2012,6,CA,Total Electric Power Industry,Petroleum (Barrels),"24,628"
2012,6,CA,"Electric Generators, Independent Power",Geothermal (Billion Btu),"9,043"
2012,6,CA,"Electric Generators, Independent Power",Natural Gas (Mcf),"28,139,133"
2012,6,CA,"Electric Generators, Independent Power",Petroleum (Barrels),"4,511"
2012,6,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),677
2012,6,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"21,018,027"
2012,6,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2012,6,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,341"
2012,6,CA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"6,645"
2012,6,CA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"5,925,636"
2012,6,CA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),873
2012,6,CA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),297
2012,6,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"39,549"
2012,6,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,769,172"
2012,6,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"13,330"
2012,6,CA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"1,063,011"
2012,6,CA,"Combined Heat and Power, Commercial Pow",Other Gases (Billion Btu),0
2012,6,CA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),149
2012,6,CO,Total Electric Power Industry,Coal (Short Tons),"1,660,216"
2012,6,CO,Total Electric Power Industry,Natural Gas (Mcf),"8,361,150"
2012,6,CO,Total Electric Power Industry,Petroleum (Barrels),"2,077"
2012,6,CO,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,405,377"
2012,6,CO,"Electric Generators, Independent Power",Petroleum (Barrels),0
2012,6,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,655,978"
2012,6,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,867,615"
2012,6,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,077"
2012,6,CO,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),477
2012,6,CO,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"20,569"
2012,6,CO,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,6,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,761"
2012,6,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"61,559"
2012,6,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,CO,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"6,030"
2012,6,CO,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,6,CT,Total Electric Power Industry,Coal (Short Tons),"27,733"
2012,6,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,813,797"
2012,6,CT,Total Electric Power Industry,Petroleum (Barrels),"74,589"
2012,6,CT,"Electric Generators, Independent Power",Coal (Short Tons),"10,690"
2012,6,CT,"Electric Generators, Independent Power",Natural Gas (Mcf),"9,244,562"
2012,6,CT,"Electric Generators, Independent Power",Petroleum (Barrels),"70,911"
2012,6,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,236"
2012,6,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,840"
2012,6,CT,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"218,629"
2012,6,CT,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,088"
2012,6,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),"17,043"
2012,6,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"47,180"
2012,6,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),733
2012,6,CT,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"302,190"
2012,6,CT,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),17
2012,6,DC,Total Electric Power Industry,Natural Gas (Mcf),"93,491"
2012,6,DC,Total Electric Power Industry,Petroleum (Barrels),0
2012,6,DC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"93,491"
2012,6,DC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,6,DE,Total Electric Power Industry,Coal (Short Tons),"71,037"
2012,6,DE,Total Electric Power Industry,Natural Gas (Mcf),"5,896,034"
2012,6,DE,Total Electric Power Industry,Other Gases (Billion Btu),180
2012,6,DE,Total Electric Power Industry,Petroleum (Barrels),"7,480"
2012,6,DE,"Electric Generators, Independent Power",Coal (Short Tons),"69,221"
2012,6,DE,"Electric Generators, Independent Power",Natural Gas (Mcf),"3,755,296"
2012,6,DE,"Electric Generators, Independent Power",Petroleum (Barrels),"3,148"
2012,6,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"8,098"
2012,6,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),246
2012,6,DE,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"811,872"
2012,6,DE,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),180
2012,6,DE,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,6,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,816"
2012,6,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,320,768"
2012,6,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"4,086"
2012,6,FL,Total Electric Power Industry,Coal (Short Tons),"1,838,497"
2012,6,FL,Total Electric Power Industry,Natural Gas (Mcf),"103,483,033"
2012,6,FL,Total Electric Power Industry,Other Gases (Billion Btu),4
2012,6,FL,Total Electric Power Industry,Petroleum (Barrels),"275,526"
2012,6,FL,"Electric Generators, Independent Power",Natural Gas (Mcf),"6,497,849"
2012,6,FL,"Electric Generators, Independent Power",Petroleum (Barrels),582
2012,6,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,770,089"
2012,6,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"94,027,923"
2012,6,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"272,934"
2012,6,FL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,529"
2012,6,FL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"825,991"
2012,6,FL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),4
2012,6,FL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"1,943"
2012,6,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"63,879"
2012,6,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,116,336"
2012,6,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),67
2012,6,FL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"14,934"
2012,6,FL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0
2012,6,GA,Total Electric Power Industry,Coal (Short Tons),"2,013,550"
2012,6,GA,Total Electric Power Industry,Natural Gas (Mcf),"32,549,063"
2012,6,GA,Total Electric Power Industry,Petroleum (Barrels),"40,259"
2012,6,GA,"Electric Generators, Independent Power",Natural Gas (Mcf),"13,574,927"
2012,6,GA,"Electric Generators, Independent Power",Petroleum (Barrels),45
2012,6,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,001,642"
2012,6,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"18,169,307"
2012,6,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"15,042"
2012,6,GA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"11,908"
2012,6,GA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"281,561"
2012,6,GA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"24,873"
2012,6,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"523,268"
2012,6,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,GA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0
2012,6,GA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),299
2012,6,HI,Total Electric Power Industry,Coal (Short Tons),"64,475"
2012,6,HI,Total Electric Power Industry,Geothermal (Billion Btu),213
2012,6,HI,Total Electric Power Industry,Other Gases (Billion Btu),24
2012,6,HI,Total Electric Power Industry,Petroleum (Barrels),"880,270"
2012,6,HI,"Electric Generators, Independent Power",Geothermal (Billion Btu),213
2012,6,HI,"Electric Generators, Independent Power",Petroleum (Barrels),0
2012,6,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"773,367"
2012,6,HI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),705
2012,6,HI,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),24
2012,6,HI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"13,023"
2012,6,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"63,770"
2012,6,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"93,683"
2012,6,HI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),197
2012,6,IA,Total Electric Power Industry,Coal (Short Tons),"1,827,663"
2012,6,IA,Total Electric Power Industry,Natural Gas (Mcf),"2,490,645"
2012,6,IA,Total Electric Power Industry,Petroleum (Barrels),"32,088"
2012,6,IA,"Electric Generators, Independent Power",Natural Gas (Mcf),69
2012,6,IA,"Electric Generators, Independent Power",Petroleum (Barrels),726
2012,6,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,752,214"
2012,6,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,420,461"
2012,6,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"31,236"
2012,6,IA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"72,099"
2012,6,IA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"65,184"
2012,6,IA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),72
2012,6,IA,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"3,350"
2012,6,IA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"4,931"
2012,6,IA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),54
2012,6,ID,Total Electric Power Industry,Coal (Short Tons),400
2012,6,ID,Total Electric Power Industry,Geothermal (Billion Btu),60
2012,6,ID,Total Electric Power Industry,Natural Gas (Mcf),"362,927"
2012,6,ID,Total Electric Power Industry,Petroleum (Barrels),4
2012,6,ID,"Electric Generators, Independent Power",Geothermal (Billion Btu),60
2012,6,ID,"Electric Generators, Independent Power",Natural Gas (Mcf),"8,291"
2012,6,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"324,393"
2012,6,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),4
2012,6,ID,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),400
2012,6,ID,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"20,982"
2012,6,ID,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0
2012,6,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,261"
2012,6,IL,Total Electric Power Industry,Coal (Short Tons),"4,204,755"
2012,6,IL,Total Electric Power Industry,Natural Gas (Mcf),"12,557,769"
2012,6,IL,Total Electric Power Industry,Other Gases (Billion Btu),214
2012,6,IL,Total Electric Power Industry,Petroleum (Barrels),"10,783"
2012,6,IL,"Electric Generators, Independent Power",Coal (Short Tons),"3,604,338"
2012,6,IL,"Electric Generators, Independent Power",Natural Gas (Mcf),"9,350,278"
2012,6,IL,"Electric Generators, Independent Power",Petroleum (Barrels),"7,226"
2012,6,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"548,478"
2012,6,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,741,457"
2012,6,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,518"
2012,6,IL,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"50,002"
2012,6,IL,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"279,049"
2012,6,IL,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),210
2012,6,IL,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),17
2012,6,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"327,960"
2012,6,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),5
2012,6,IL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,IL,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,937"
2012,6,IL,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"859,025"
2012,6,IL,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),22
2012,6,IN,Total Electric Power Industry,Coal (Short Tons),"4,080,100"
2012,6,IN,Total Electric Power Industry,Natural Gas (Mcf),"10,917,492"
2012,6,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,689"
2012,6,IN,Total Electric Power Industry,Petroleum (Barrels),"221,771"
2012,6,IN,"Electric Generators, Independent Power",Coal (Short Tons),0
2012,6,IN,"Electric Generators, Independent Power",Natural Gas (Mcf),"276,419"
2012,6,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,871,645"
2012,6,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"8,306,409"
2012,6,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"221,170"
2012,6,IN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"1,214"
2012,6,IN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"209,703"
2012,6,IN,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),"1,689"
2012,6,IN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),555
2012,6,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"203,532"
2012,6,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,099,315"
2012,6,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,IN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"3,709"
2012,6,IN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"25,646"
2012,6,IN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),46
2012,6,KS,Total Electric Power Industry,Coal (Short Tons),"1,632,045"
2012,6,KS,Total Electric Power Industry,Natural Gas (Mcf),"4,199,215"
2012,6,KS,Total Electric Power Industry,Petroleum (Barrels),"9,877"
2012,6,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,632,045"
2012,6,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,107,035"
2012,6,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"9,877"
2012,6,KS,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"92,180"
2012,6,KY,Total Electric Power Industry,Coal (Short Tons),"3,554,673"
2012,6,KY,Total Electric Power Industry,Natural Gas (Mcf),"3,522,452"
2012,6,KY,Total Electric Power Industry,Petroleum (Barrels),"301,101"
2012,6,KY,"Electric Generators, Independent Power",Natural Gas (Mcf),"339,110"
2012,6,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,554,673"
2012,6,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,982,379"
2012,6,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"301,101"
2012,6,KY,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"200,963"
2012,6,LA,Total Electric Power Industry,Coal (Short Tons),"1,319,500"
2012,6,LA,Total Electric Power Industry,Natural Gas (Mcf),"52,203,169"
2012,6,LA,Total Electric Power Industry,Other Gases (Billion Btu),433
2012,6,LA,Total Electric Power Industry,Petroleum (Barrels),"369,744"
2012,6,LA,"Electric Generators, Independent Power",Coal (Short Tons),"603,274"
2012,6,LA,"Electric Generators, Independent Power",Natural Gas (Mcf),"6,497,565"
2012,6,LA,"Electric Generators, Independent Power",Petroleum (Barrels),"3,586"
2012,6,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"716,226"
2012,6,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"26,419,065"
2012,6,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"338,783"
2012,6,LA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),0
2012,6,LA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"16,742,123"
2012,6,LA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),324
2012,6,LA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"27,375"
2012,6,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,518,194"
2012,6,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),109
2012,6,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,LA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"26,222"
2012,6,MA,Total Electric Power Industry,Coal (Short Tons),"47,936"
2012,6,MA,Total Electric Power Industry,Natural Gas (Mcf),"16,894,555"
2012,6,MA,Total Electric Power Industry,Petroleum (Barrels),"81,466"
2012,6,MA,"Electric Generators, Independent Power",Coal (Short Tons),"47,691"
2012,6,MA,"Electric Generators, Independent Power",Natural Gas (Mcf),"13,994,549"
2012,6,MA,"Electric Generators, Independent Power",Petroleum (Barrels),"66,972"
2012,6,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"249,487"
2012,6,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,074"
2012,6,MA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),245
2012,6,MA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"110,116"
2012,6,MA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),932
2012,6,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,240,052"
2012,6,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"4,130"
2012,6,MA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"300,351"
2012,6,MA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"7,358"
2012,6,MD,Total Electric Power Industry,Coal (Short Tons),"554,493"
2012,6,MD,Total Electric Power Industry,Natural Gas (Mcf),"4,700,217"
2012,6,MD,Total Electric Power Industry,Other Gases (Billion Btu),39
2012,6,MD,Total Electric Power Industry,Petroleum (Barrels),"61,094"
2012,6,MD,"Electric Generators, Independent Power",Coal (Short Tons),"502,632"
2012,6,MD,"Electric Generators, Independent Power",Natural Gas (Mcf),"4,169,886"
2012,6,MD,"Electric Generators, Independent Power",Petroleum (Barrels),"48,948"
2012,6,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2012,6,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,415"
2012,6,MD,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"3,598"
2012,6,MD,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"158,608"
2012,6,MD,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),39
2012,6,MD,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),150
2012,6,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"47,225"
2012,6,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"184,947"
2012,6,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2012,6,MD,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,038"
2012,6,MD,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"186,776"
2012,6,MD,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"9,581"
2012,6,ME,Total Electric Power Industry,Coal (Short Tons),926
2012,6,ME,Total Electric Power Industry,Natural Gas (Mcf),"3,328,447"
2012,6,ME,Total Electric Power Industry,Petroleum (Barrels),"26,853"
2012,6,ME,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,066,625"
2012,6,ME,"Electric Generators, Independent Power",Petroleum (Barrels),"25,064"
2012,6,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),39
2012,6,ME,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),473
2012,6,ME,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"1,239,278"
2012,6,ME,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),605
2012,6,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),453
2012,6,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),800
2012,6,ME,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"22,544"
2012,6,ME,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),345
2012,6,MI,Total Electric Power Industry,Coal (Short Tons),"2,449,631"
2012,6,MI,Total Electric Power Industry,Natural Gas (Mcf),"19,569,720"
2012,6,MI,Total Electric Power Industry,Other Gases (Billion Btu),118
2012,6,MI,Total Electric Power Industry,Petroleum (Barrels),"48,462"
2012,6,MI,"Electric Generators, Independent Power",Coal (Short Tons),360
2012,6,MI,"Electric Generators, Independent Power",Natural Gas (Mcf),"5,634,228"
2012,6,MI,"Electric Generators, Independent Power",Other Gases (Billion Btu),0
2012,6,MI,"Electric Generators, Independent Power",Petroleum (Barrels),0
2012,6,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,420,156"
2012,6,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,453,838"
2012,6,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),.
2012,6,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"24,431"
2012,6,MI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"7,331"
2012,6,MI,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"543,955"
2012,6,MI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"8,986"
2012,6,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"17,734"
2012,6,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"7,717,620"
2012,6,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),118
2012,6,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"14,910"
2012,6,MI,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"4,050"
2012,6,MI,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"220,079"
2012,6,MI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),135
2012,6,MN,Total Electric Power Industry,Coal (Short Tons),"1,009,379"
2012,6,MN,Total Electric Power Industry,Natural Gas (Mcf),"7,136,310"
2012,6,MN,Total Electric Power Industry,Petroleum (Barrels),"8,327"
2012,6,MN,"Electric Generators, Independent Power",Natural Gas (Mcf),"480,832"
2012,6,MN,"Electric Generators, Independent Power",Petroleum (Barrels),126
