YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2010,2,WV,Total Electric Power Industry,Coal (Short Tons),"2,954,559"
2010,2,WV,Total Electric Power Industry,Petroleum (Barrels),"29,076"
2010,2,WV,Total Electric Power Industry,Natural Gas (Mcf),"54,279"
2010,2,WV,Total Electric Power Industry,Other Gases (Billion BTU),19
2010,2,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,112,902"
2010,2,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"29,076"
2010,2,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"18,926"
2010,2,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"815,046"
2010,2,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2010,2,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"34,035"
2010,2,WV,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,334"
2010,2,WV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2010,2,WV,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"8,277"
2010,2,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,318"
2010,2,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),19
2010,2,WY,Total Electric Power Industry,Coal (Short Tons),"2,231,636"
2010,2,WY,Total Electric Power Industry,Petroleum (Barrels),"2,525"
2010,2,WY,Total Electric Power Industry,Natural Gas (Mcf),"271,958"
2010,2,WY,Total Electric Power Industry,Other Gases (Billion BTU),155
2010,2,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,185,168"
2010,2,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,520"
2010,2,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"57,578"
2010,2,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"42,763"
2010,2,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,086"
2010,2,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"3,705"
2010,2,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5
2010,2,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"212,294"
2010,2,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),155
2010,2,US-TOTAL,Total Electric Power Industry,Coal (Short Tons),"80,208,599"
2010,2,US-TOTAL,Total Electric Power Industry,Petroleum (Barrels),"4,174,079"
2010,2,US-TOTAL,Total Electric Power Industry,Natural Gas (Mcf),"501,789,770"
2010,2,US-TOTAL,Total Electric Power Industry,Other Gases (Billion BTU),"6,272"
2010,2,US-TOTAL,Total Electric Power Industry,Geothermal (Billion BTU),"11,308"
2010,2,US-TOTAL,"Electric Generators, Electric Utilities",Coal (Short Tons),"59,278,699"
2010,2,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,889,545"
2010,2,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"211,934,155"
2010,2,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),78
2010,2,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal (Billion BTU),874
2010,2,US-TOTAL,"Electric Generators, Independent Power Producers",Coal (Short Tons),"18,849,282"
2010,2,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"834,160"
2010,2,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"184,480,637"
2010,2,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),1
2010,2,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),"10,433"
2010,2,US-TOTAL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,408,902"
2010,2,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"222,250"
2010,2,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"59,535,551"
2010,2,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),"1,577"
2010,2,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"28,315"
2010,2,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"15,719"
2010,2,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"2,894,339"
2010,2,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),1
2010,2,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"643,401"
2010,2,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"212,405"
2010,2,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"42,945,088"
2010,2,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"4,613"
2010,3,AK,Total Electric Power Industry,Coal (Short Tons),"48,958"
2010,3,AK,Total Electric Power Industry,Petroleum (Barrels),"149,916"
2010,3,AK,Total Electric Power Industry,Natural Gas (Mcf),"3,544,083"
2010,3,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"19,009"
2010,3,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"142,671"
2010,3,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,458,842"
2010,3,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"22,216"
2010,3,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"7,733"
2010,3,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),136
2010,3,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),788
2010,3,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"7,109"
2010,3,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"84,453"
2010,3,AL,Total Electric Power Industry,Coal (Short Tons),"2,445,237"
2010,3,AL,Total Electric Power Industry,Petroleum (Barrels),"21,510"
2010,3,AL,Total Electric Power Industry,Natural Gas (Mcf),"16,683,149"
2010,3,AL,Total Electric Power Industry,Other Gases (Billion BTU),622
2010,3,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,432,587"
2010,3,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"13,037"
2010,3,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"7,529,592"
2010,3,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),135
2010,3,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,949,236"
2010,3,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,776"
2010,3,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,713,755"
2010,3,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"8,874"
2010,3,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"8,338"
2010,3,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"490,566"
2010,3,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),622
2010,3,AR,Total Electric Power Industry,Coal (Short Tons),"1,103,108"
2010,3,AR,Total Electric Power Industry,Petroleum (Barrels),"6,709"
2010,3,AR,Total Electric Power Industry,Natural Gas (Mcf),"3,448,170"
2010,3,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,100,516"
2010,3,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,606"
2010,3,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"167,812"
2010,3,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,715,278"
2010,3,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"433,379"
2010,3,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),439
2010,3,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,592"
2010,3,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),103
2010,3,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"131,262"
2010,3,AZ,Total Electric Power Industry,Coal (Short Tons),"1,735,581"
2010,3,AZ,Total Electric Power Industry,Petroleum (Barrels),"10,087"
2010,3,AZ,Total Electric Power Industry,Natural Gas (Mcf),"13,660,509"
2010,3,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,727,345"
2010,3,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"9,642"
2010,3,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,038,207"
2010,3,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"8,492,371"
2010,3,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"94,915"
2010,3,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),15
2010,3,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"35,016"
2010,3,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"8,236"
2010,3,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),430
2010,3,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2010,3,CA,Total Electric Power Industry,Coal (Short Tons),"47,414"
2010,3,CA,Total Electric Power Industry,Petroleum (Barrels),"195,820"
2010,3,CA,Total Electric Power Industry,Natural Gas (Mcf),"68,746,581"
2010,3,CA,Total Electric Power Industry,Other Gases (Billion BTU),849
2010,3,CA,Total Electric Power Industry,Geothermal (Billion BTU),"10,554"
2010,3,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,042"
2010,3,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"19,558,922"
2010,3,CA,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),72
2010,3,CA,"Electric Generators, Electric Utilities",Geothermal (Billion BTU),640
2010,3,CA,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2010,3,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"171,476"
2010,3,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"32,458,359"
2010,3,CA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2010,3,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),"9,915"
2010,3,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"40,806"
2010,3,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"16,980"
2010,3,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,215,045"
2010,3,CA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,3,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),45
2010,3,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,345,694"
2010,3,CA,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
2010,3,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,608"
2010,3,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),277
2010,3,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"6,168,561"
2010,3,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),777
2010,3,CO,Total Electric Power Industry,Coal (Short Tons),"1,395,690"
2010,3,CO,Total Electric Power Industry,Petroleum (Barrels),"4,199"
2010,3,CO,Total Electric Power Industry,Natural Gas (Mcf),"8,014,733"
2010,3,CO,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,3,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,391,807"
2010,3,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,198"
2010,3,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,992,755"
2010,3,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2010,3,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,498,013"
2010,3,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,883"
2010,3,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"506,800"
2010,3,CO,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,3,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2010,3,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,010"
2010,3,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1
2010,3,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"16,155"
2010,3,CT,Total Electric Power Industry,Coal (Short Tons),"41,494"
2010,3,CT,Total Electric Power Industry,Petroleum (Barrels),"36,185"
2010,3,CT,Total Electric Power Industry,Natural Gas (Mcf),"4,415,077"
2010,3,CT,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,3,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,354"
2010,3,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"32,300"
2010,3,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2010,3,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"33,749"
2010,3,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,998,528"
2010,3,CT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2010,3,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),"41,494"
2010,3,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,060"
2010,3,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"225,692"
2010,3,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2010,3,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"29,631"
2010,3,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),22
2010,3,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"128,926"
2010,3,DC,Total Electric Power Industry,Petroleum (Barrels),"4,905"
2010,3,DC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"4,905"
2010,3,DE,Total Electric Power Industry,Coal (Short Tons),"48,540"
2010,3,DE,Total Electric Power Industry,Petroleum (Barrels),790
2010,3,DE,Total Electric Power Industry,Natural Gas (Mcf),"872,387"
2010,3,DE,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,3,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),10
2010,3,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,832"
2010,3,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),"33,220"
2010,3,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),659
2010,3,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"849,547"
2010,3,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"15,320"
2010,3,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),121
2010,3,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"12,008"
2010,3,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2010,3,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2010,3,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
2010,3,FL,Total Electric Power Industry,Coal (Short Tons),"1,504,738"
2010,3,FL,Total Electric Power Industry,Petroleum (Barrels),"964,458"
2010,3,FL,Total Electric Power Industry,Natural Gas (Mcf),"67,532,911"
2010,3,FL,Total Electric Power Industry,Other Gases (Billion BTU),3
2010,3,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,422,893"
2010,3,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"959,381"
2010,3,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"62,369,389"
2010,3,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,898"
2010,3,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,829,746"
2010,3,FL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2010,3,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"75,863"
2010,3,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),503
2010,3,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,707,761"
2010,3,FL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,3,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2010,3,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"9,664"
2010,3,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,982"
2010,3,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"2,676"
2010,3,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"616,351"
2010,3,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),2
2010,3,GA,Total Electric Power Industry,Coal (Short Tons),"2,629,441"
2010,3,GA,Total Electric Power Industry,Petroleum (Barrels),"39,543"
2010,3,GA,Total Electric Power Industry,Natural Gas (Mcf),"8,173,380"
2010,3,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,615,982"
2010,3,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"13,549"
2010,3,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,952,653"
2010,3,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),188
2010,3,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,079,509"
2010,3,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2010,3,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),196
2010,3,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2010,3,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"13,459"
2010,3,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"25,610"
2010,3,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"141,218"
2010,3,HI,Total Electric Power Industry,Coal (Short Tons),"60,189"
2010,3,HI,Total Electric Power Industry,Petroleum (Barrels),"1,035,608"
2010,3,HI,Total Electric Power Industry,Other Gases (Billion BTU),11
2010,3,HI,Total Electric Power Industry,Geothermal (Billion BTU),119
2010,3,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"938,304"
2010,3,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"35,272"
2010,3,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),119
2010,3,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"57,554"
2010,3,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"49,356"
2010,3,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),241
2010,3,HI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,635"
2010,3,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"12,435"
2010,3,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),11
2010,3,IA,Total Electric Power Industry,Coal (Short Tons),"2,173,969"
2010,3,IA,Total Electric Power Industry,Petroleum (Barrels),"19,842"
2010,3,IA,Total Electric Power Industry,Natural Gas (Mcf),"275,865"
2010,3,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,111,582"
2010,3,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"18,714"
2010,3,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"268,490"
2010,3,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),158
2010,3,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3
2010,3,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"4,491"
2010,3,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),962
2010,3,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,706"
2010,3,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"57,896"
2010,3,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),8
2010,3,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"5,666"
2010,3,ID,Total Electric Power Industry,Coal (Short Tons),"2,242"
2010,3,ID,Total Electric Power Industry,Petroleum (Barrels),11
2010,3,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,465,509"
2010,3,ID,Total Electric Power Industry,Geothermal (Billion BTU),61
2010,3,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),11
2010,3,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"166,404"
2010,3,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,181,683"
2010,3,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),61
2010,3,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"59,701"
2010,3,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,242"
2010,3,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2010,3,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"57,721"
2010,3,IL,Total Electric Power Industry,Coal (Short Tons),"4,686,439"
2010,3,IL,Total Electric Power Industry,Petroleum (Barrels),"18,611"
2010,3,IL,Total Electric Power Industry,Natural Gas (Mcf),"1,265,483"
2010,3,IL,Total Electric Power Industry,Other Gases (Billion BTU),51
2010,3,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"582,175"
2010,3,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,078"
2010,3,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"93,966"
2010,3,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),"4,040,404"
2010,3,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"14,487"
2010,3,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"519,421"
2010,3,IL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,732"
2010,3,IL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"237,349"
2010,3,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,3,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"1,040"
2010,3,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),11
2010,3,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"334,379"
2010,3,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"61,088"
2010,3,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),35
2010,3,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"80,368"
2010,3,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),51
2010,3,IN,Total Electric Power Industry,Coal (Short Tons),"4,210,076"
2010,3,IN,Total Electric Power Industry,Petroleum (Barrels),"29,083"
2010,3,IN,Total Electric Power Industry,Natural Gas (Mcf),"2,741,397"
2010,3,IN,Total Electric Power Industry,Other Gases (Billion BTU),"1,491"
2010,3,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,773,497"
2010,3,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"28,450"
2010,3,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"743,511"
2010,3,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),"180,381"
2010,3,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"85,506"
2010,3,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"252,951"
2010,3,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,607,367"
2010,3,IN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,3,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"2,304"
2010,3,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),59
2010,3,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"12,544"
2010,3,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),943
2010,3,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),574
2010,3,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"292,469"
2010,3,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"1,491"
2010,3,KS,Total Electric Power Industry,Coal (Short Tons),"1,665,525"
2010,3,KS,Total Electric Power Industry,Petroleum (Barrels),"26,273"
2010,3,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,133,907"
2010,3,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,665,525"
2010,3,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"26,273"
2010,3,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,133,907"
2010,3,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2010,3,KY,Total Electric Power Industry,Coal (Short Tons),"3,329,143"
2010,3,KY,Total Electric Power Industry,Petroleum (Barrels),"373,853"
2010,3,KY,Total Electric Power Industry,Natural Gas (Mcf),"305,840"
2010,3,KY,Total Electric Power Industry,Other Gases (Billion BTU),3
2010,3,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,329,143"
2010,3,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"373,853"
2010,3,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"258,205"
2010,3,KY,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),3
2010,3,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"17,681"
2010,3,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"29,954"
2010,3,LA,Total Electric Power Industry,Coal (Short Tons),"1,388,331"
2010,3,LA,Total Electric Power Industry,Petroleum (Barrels),"440,967"
2010,3,LA,Total Electric Power Industry,Natural Gas (Mcf),"26,727,068"
2010,3,LA,Total Electric Power Industry,Other Gases (Billion BTU),"1,032"
2010,3,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"627,200"
2010,3,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"402,117"
2010,3,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,153,489"
2010,3,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"761,131"
2010,3,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,087"
2010,3,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"976,257"
2010,3,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,3,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,160,432"
2010,3,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),108
2010,3,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"16,641"
2010,3,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2010,3,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"37,763"
2010,3,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"14,420,249"
2010,3,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),924
2010,3,MA,Total Electric Power Industry,Coal (Short Tons),"301,033"
2010,3,MA,Total Electric Power Industry,Petroleum (Barrels),"42,804"
2010,3,MA,Total Electric Power Industry,Natural Gas (Mcf),"11,569,893"
2010,3,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,406"
2010,3,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"23,635"
2010,3,MA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"300,533"
2010,3,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"28,664"
